1,1,249,460,100.16241455078125,240.85107421875,1.0,-1,-1,-1
1,2,1283,467,79.585693359375,191.78732299804688,1.0,-1,-1,-1
1,3,1706,393,155.80859375,339.00897216796875,1.0,-1,-1,-1
1,4,1251,530,57.3182373046875,129.091064453125,1.0,-1,-1,-1
1,5,862,520,41.906494140625,107.43133544921875,1.0,-1,-1,-1
1,6,987,525,30.2579345703125,77.823974609375,0.8600000143051147,-1,-1,-1
1,7,100,498,92.35105895996094,246.53500366210938,0.6600000262260437,-1,-1,-1
2,2,1287,468,77.3536376953125,193.6385498046875,1.0,-1,-1,-1
2,1,251,458,97.76190185546875,244.088623046875,1.0,-1,-1,-1
2,3,1694,394,154.3056640625,339.5433349609375,1.0,-1,-1,-1
2,4,1253,534,56.7335205078125,127.3348388671875,1.0,-1,-1,-1
2,5,864,520,41.44549560546875,106.37164306640625,1.0,-1,-1,-1
2,7,85,486,104.72895812988281,261.4577331542969,0.6800000071525574,-1,-1,-1
2,6,991,529,29.06976318359375,67.78814697265625,0.44999998807907104,-1,-1,-1
3,2,1288,469,75.3671875,193.78192138671875,1.0,-1,-1,-1
3,1,251,459,99.7210693359375,244.11807250976562,1.0,-1,-1,-1
3,3,1694,391,149.7200927734375,343.9620056152344,1.0,-1,-1,-1
3,4,1256,536,54.976318359375,122.8155517578125,1.0,-1,-1,-1
3,5,867,520,38.75555419921875,104.7265625,1.0,-1,-1,-1
3,7,103,493,89.04680633544922,243.59628295898438,0.8500000238418579,-1,-1,-1
3,8,0,271,126.60103607177734,664.8558959960938,0.7400000095367432,-1,-1,-1
3,6,985,525,27.91436767578125,68.820068359375,0.46000000834465027,-1,-1,-1
4,2,1290,467,75.48828125,194.85504150390625,1.0,-1,-1,-1
4,1,251,460,101.45465087890625,242.6007080078125,1.0,-1,-1,-1
4,3,1686,393,152.89404296875,336.7654113769531,1.0,-1,-1,-1
4,4,1258,538,54.483154296875,121.224853515625,1.0,-1,-1,-1
4,5,867,520,37.5462646484375,104.10089111328125,1.0,-1,-1,-1
4,7,98,487,77.66426086425781,260.94708251953125,0.8799999952316284,-1,-1,-1
4,8,0,247,127.0978012084961,691.5736083984375,0.6600000262260437,-1,-1,-1
4,6,986,525,28.29541015625,68.22357177734375,0.2199999988079071,-1,-1,-1
5,2,1291,466,80.7945556640625,195.69857788085938,1.0,-1,-1,-1
5,1,261,461,98.76345825195312,240.2611083984375,1.0,-1,-1,-1
5,3,1693,389,144.61376953125,348.9173583984375,1.0,-1,-1,-1
5,5,868,520,37.5167236328125,103.960205078125,1.0,-1,-1,-1
5,4,1258,532,56.4571533203125,129.62603759765625,1.0,-1,-1,-1
5,8,0,241,137.37059020996094,682.1903076171875,0.9200000166893005,-1,-1,-1
5,7,91,480,101.2818603515625,269.48944091796875,0.5199999809265137,-1,-1,-1
5,6,985,524,28.9635009765625,71.67401123046875,0.23000000417232513,-1,-1,-1
6,2,1295,468,77.781982421875,197.173828125,1.0,-1,-1,-1
6,3,1699,390,139.118896484375,350.798828125,1.0,-1,-1,-1
6,1,271,462,86.72323608398438,238.29641723632812,1.0,-1,-1,-1
6,5,868,520,37.398193359375,104.0252685546875,1.0,-1,-1,-1
6,4,1265,531,54.70458984375,132.72235107421875,1.0,-1,-1,-1
6,8,0,235,142.91513061523438,697.7135620117188,0.9700000286102295,-1,-1,-1
6,12,246,479,76.24575805664062,218.886962890625,0.8600000143051147,-1,-1,-1
6,7,99,474,79.97402954101562,274.958984375,0.6499999761581421,-1,-1,-1
6,6,984,524,29.2445068359375,72.212646484375,0.5400000214576721,-1,-1,-1
7,3,1697,391,137.132080078125,348.33203125,1.0,-1,-1,-1
7,1,278,459,82.16580200195312,240.53448486328125,1.0,-1,-1,-1
7,2,1300,467,77.376708984375,196.57025146484375,1.0,-1,-1,-1
7,5,869,520,37.16571044921875,103.4337158203125,1.0,-1,-1,-1
7,4,1272,542,49.8955078125,124.323486328125,1.0,-1,-1,-1
7,8,0,230,152.2998046875,696.7736206054688,0.9800000190734863,-1,-1,-1
7,12,245,481,71.13853454589844,213.67526245117188,0.8100000023841858,-1,-1,-1
7,7,113,488,85.42818450927734,253.9049072265625,0.6100000143051147,-1,-1,-1
7,6,984,523,30.5960693359375,74.9300537109375,0.25,-1,-1,-1
8,1,275,461,86.35528564453125,238.03253173828125,1.0,-1,-1,-1
8,3,1698,394,138.2777099609375,346.4447937011719,1.0,-1,-1,-1
8,2,1304,467,78.995361328125,200.92486572265625,1.0,-1,-1,-1
8,5,870,521,37.14501953125,102.55755615234375,1.0,-1,-1,-1
8,4,1274,540,48.46923828125,124.11297607421875,1.0,-1,-1,-1
8,8,0,230,157.8438720703125,691.6580810546875,0.9900000095367432,-1,-1,-1
8,12,248,490,66.61734008789062,198.22537231445312,0.8399999737739563,-1,-1,-1
8,7,113,478,85.79264831542969,265.26226806640625,0.49000000953674316,-1,-1,-1
9,2,1308,465,77.285888671875,198.06448364257812,1.0,-1,-1,-1
9,3,1694,396,135.165283203125,341.7425842285156,1.0,-1,-1,-1
9,1,284,462,73.71035766601562,236.23611450195312,1.0,-1,-1,-1
9,5,870,522,37.79156494140625,101.69696044921875,1.0,-1,-1,-1
9,4,1275,538,51.005859375,123.7764892578125,1.0,-1,-1,-1
9,8,0,230,161.6392822265625,696.6221313476562,0.9900000095367432,-1,-1,-1
9,12,254,482,70.36116027832031,194.78436279296875,0.8999999761581421,-1,-1,-1
9,7,113,472,85.36758422851562,272.0489807128906,0.4099999964237213,-1,-1,-1
10,2,1307,469,77.6871337890625,196.88076782226562,1.0,-1,-1,-1
10,3,1690,397,139.05419921875,348.9638977050781,1.0,-1,-1,-1
10,5,872,522,38.79022216796875,101.63397216796875,1.0,-1,-1,-1
10,1,288,459,69.07354736328125,241.27981567382812,1.0,-1,-1,-1
10,4,1278,540,50.750732421875,121.9091796875,1.0,-1,-1,-1
10,8,0,219,169.53204345703125,704.5690307617188,0.9900000095367432,-1,-1,-1
10,12,251,506,61.12870788574219,165.72698974609375,0.6700000166893005,-1,-1,-1
10,7,118,448,76.32524108886719,292.0002746582031,0.550000011920929,-1,-1,-1
11,2,1309,472,77.074462890625,191.88284301757812,1.0,-1,-1,-1
11,3,1685,399,143.241943359375,343.8932800292969,1.0,-1,-1,-1
11,5,873,521,38.0853271484375,103.08990478515625,1.0,-1,-1,-1
11,1,283,462,76.30963134765625,237.32830810546875,1.0,-1,-1,-1
11,4,1279,539,49.2222900390625,126.05303955078125,1.0,-1,-1,-1
11,8,0,234,174.34230041503906,685.5367431640625,0.9800000190734863,-1,-1,-1
11,13,1788,451,65.8890380859375,185.63241577148438,0.8500000238418579,-1,-1,-1
11,12,249,505,68.22196960449219,168.23190307617188,0.7799999713897705,-1,-1,-1
11,7,116,462,81.39960479736328,271.88873291015625,0.36000001430511475,-1,-1,-1
12,3,1684,395,142.12060546875,345.9730224609375,1.0,-1,-1,-1
12,2,1311,470,79.1253662109375,195.79632568359375,1.0,-1,-1,-1
12,5,870,518,41.87506103515625,108.54498291015625,1.0,-1,-1,-1
12,1,284,462,75.58975219726562,233.83880615234375,1.0,-1,-1,-1
12,4,1279,535,49.1583251953125,130.37103271484375,1.0,-1,-1,-1
12,8,0,223,173.64529418945312,701.2307739257812,0.9900000095367432,-1,-1,-1
12,13,1785,442,71.0140380859375,190.31918334960938,0.9399999976158142,-1,-1,-1
12,12,247,511,62.93548583984375,163.31100463867188,0.8600000143051147,-1,-1,-1
12,7,115,459,82.05522918701172,278.0419006347656,0.4000000059604645,-1,-1,-1
13,3,1680,392,146.380126953125,353.07830810546875,1.0,-1,-1,-1
13,1,293,466,73.87396240234375,236.95233154296875,1.0,-1,-1,-1
13,2,1314,471,84.207763671875,191.146240234375,1.0,-1,-1,-1
13,5,874,524,39.211669921875,103.7244873046875,1.0,-1,-1,-1
